country,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Greece,2.216410394,2.563190712,2.676972441,2.769875884,3.340469606,3.603055984,4.639455827,5.082042205,5.323196299,6.082498819,6.941663465,6.584655354,7.573551144,8.590957157,10.13404642,9.842158837,10.55393731,11.64174771,12.73387063,13.01250025,13.86963069,13.88871588,13.68038445,14.05792449,14.95325625,15.3614282,16.31310444,15.90438923,17.07848088,18.29996123,19.98634703,22.76898148,22.76231459,23.19397124,23.00665019,23.59229717,23.73883671,24.32642133,25.60614967,26.9218066,26.73536531,28.11108785,28.76247282,28.66292485,29.77340442,29.89813023,31.09469621,30.69662596,31.27520064,30.32894149,28.48110069,26.57246288,25.80501564,24.9536298,22.30760198,21.46828486,20.45794348,19.47826454,20.42927017,19.59548829,18.33623665
Greenland,0.064,0.061,0.08,0.072,0.09,0.086,0.094,0.106,0.114,0.148,0.111,0.104,0.128,0.151,0.152,0.152,0.138,0.06,0.197,0.107,0.156,0.154,0.144,0.141,0.099,0.155,0.139,0.089,0.064,0.149,0.129,0.095,0.095,0.089,0.088,0.081,0.088,0.099,0.105,0.098,0.102,0.124,0.111,0.103,0.117,0.159,0.166,0.171,0.174,0.18,0.157,0.181,0.193,0.155,0.146,0.136,0.136,0.136,0.14,0.13966364,0.14155452
Grenada,0.004,0.006,0.005,0.007,0.004,0.006,0.006,0.008,0.01,0.011,0.013,0.012,0.013,0.013,0.015,0.01,0.013,0.013,0.013,0.014,0.013,0.013,0.016,0.017,0.017,0.017,0.017,0.018,0.02,0.026,0.028,0.029,0.03,0.032,0.033,0.039,0.041,0.042,0.046,0.048,0.053,0.052,0.053,0.056,0.059,0.056,0.059,0.063,0.065,0.069,0.069,0.071,0.069,0.074,0.083,0.064,0.071,0.073,0.076,0.076036431,0.078589131
Guatemala,0.337870236,0.366878346,0.383862126,0.376870236,0.414829685,0.482797244,0.538740472,0.474781024,0.540756693,0.583805354,0.621756693,0.626756693,0.665748583,0.738708031,0.80065937,0.83665937,0.960570157,0.901993893,1.03833325,1.123671787,1.276751807,1.226147935,1.077911291,0.984386587,0.862419501,0.928237075,0.954380075,1.000162491,1.069432195,1.11224816,1.143055372,1.356485334,1.351544751,1.615150354,1.522153783,1.842464935,1.932124821,1.793216012,2.047374173,2.35790488,2.403669359,2.665335103,2.792908142,2.926205673,2.851503204,3.051214779,3.304588363,3.322955157,3.314563329,2.97301136,3.122821014,3.028840282,3.067249753,3.154645939,3.434023587,3.703214067,4.210225412,4.469394343,4.698230633,5.29785338,5.598646118
Guinea,0.043,0.112,0.168,0.18,0.19,0.191,0.19,0.196,0.198,0.204,0.204,0.216,0.222,0.227,0.219,0.229,0.23,0.242,0.246,0.246,0.258,0.263,0.27,0.268,0.26,0.267,0.271,0.272,0.271,0.28,0.285,0.274,0.28,0.289,0.297,0.307,0.318,0.337,0.352,0.372,0.391,0.407,0.426,0.443,0.464,0.481,0.498,0.516,0.537,0.545,0.576,0.678,0.708,0.661,0.576,0.591,0.669,0.749,0.786,0.827542029,0.860645245
Guinea-Bissau,0.004,0.005,0.008,0.011,0.013,0.016,0.018,0.018,0.013,0.017,0.016,0.019,0.02,0.018,0.03,0.028,0.031,0.026,0.028,0.028,0.03,0.04,0.039,0.039,0.039,0.044,0.047,0.05,0.053,0.059,0.063,0.047,0.048,0.049,0.05,0.05,0.05,0.05,0.055,0.047,0.053,0.04,0.041,0.042,0.053,0.055,0.058,0.059,0.063,0.062,0.064,0.065,0.067,0.069,0.07,0.074,0.076,0.08,0.08,0.084228196,0.08759748
Guyana,0.151,0.18,0.201,0.185,0.168,0.177,0.294,0.322,0.361,0.363,0.373,0.431,0.409,0.426,0.492,0.424,0.498,0.478,0.518,0.561,0.415,0.488,0.491,0.383,0.34,0.383,0.387,0.285,0.357,0.383,0.323,0.308,0.302,0.284,0.285,0.398,0.429,0.452,0.493,0.499,0.5,0.477,0.476,0.468,0.507,0.526,0.442,0.412,0.486,0.466,0.521,0.515,0.535,0.535,0.52,0.538,0.547077884,0.639728982,0.632728982,0.639363634,0.652401282
Haiti,0.068959449,0.077943228,0.080951339,0.082935118,0.067943228,0.081935118,0.082951339,0.082959449,0.070959449,0.071951339,0.085943228,0.104935118,0.109918898,0.106910787,0.114878346,0.128845906,0.131829685,0.183455713,0.192179063,0.204869154,0.204667408,0.203349115,0.207130876,0.22306299,0.241819874,0.246493198,0.253690038,0.226588892,0.245303859,0.275018826,0.2792357,0.271385781,0.266411517,0.242326629,0.187079954,0.05,0.239,0.278,0.368,0.336,0.358,0.366,0.423769956,0.491864049,0.466619945,0.53503614,0.558779518,0.568816721,0.644379282,0.645680782,0.610522851,0.571351188,0.569489042,0.59779709,0.625916659,0.760005056,0.871005056,0.883005056,0.893005056,0.918931268,0.895428616
Honduras,0.15999189,0.167959449,0.200951339,0.190935118,0.193935118,0.196918898,0.204894567,0.219886457,0.238878346,0.333854016,0.320854016,0.378829685,0.362821575,0.418789134,0.411740472,0.424764803,0.454675591,0.484422726,0.545154186,0.557769373,0.525709051,0.557948364,0.494546774,0.478461849,0.541038334,0.535900114,0.51567866,0.499083991,0.586368688,0.674100906,0.732958054,0.661204109,0.667314195,0.735027532,0.773559676,0.86647181,1.032344979,1.047884227,1.085015399,1.300679916,1.267975269,1.358657562,1.542806859,1.613796646,1.818862101,1.977898305,2.067889867,1.873100558,2.346712469,2.324693413,2.203253388,2.172090239,2.356584747,2.453231621,2.523124873,2.548778689,2.751644171,2.607642796,2.701709927,2.85772404,2.982645243
Hong Kong,0.737845906,0.805837594,0.919797244,1.004764803,1.158756693,1.151764803,1.310732158,1.408724252,1.651764803,1.691586378,2.115586378,2.290529606,2.497432056,2.531546006,2.534513386,2.911367402,3.004367191,3.408947562,3.876611258,4.288781524,4.322502022,4.530626581,5.080965109,5.355558621,5.707452571,6.065717097,6.244925037,6.966680681,7.665296054,7.992571293,8.226304272,7.409135764,7.768213176,8.98392831,9.491876733,8.482269988,8.533412196,7.890165026,8.323563029,10.62337565,11.61299937,10.99450692,10.31709533,10.77647556,11.7913108,11.34506083,11.93540592,11.43933408,11.89203535,11.67869421,11.34818752,10.93442339,11.77663667,11.66555221,12.09213871,12.41557085,11.56957183,11.84157183,11.61357183,11.60090695,11.33634066
Hungary,11.43641864,12.37126427,13.3542321,13.78608612,15.34601286,17.0145103,16.71237228,16.83212898,16.04007239,16.67390981,17.01916953,19.08694244,18.88903284,18.92858991,19.91857677,20.19927934,20.5481082,21.80598535,22.67329817,24.03005421,23.4939285,23.66511488,23.5975892,23.66635927,24.2835111,24.75057441,23.45713721,22.71855666,22.96301079,21.30316271,20.71975983,20.05045137,19.04599323,17.03491865,17.36702019,16.91416803,16.8370016,17.26460694,16.87039825,16.7617361,16.89727132,15.99570821,16.44072078,16.15638773,16.91634044,16.50925685,16.54108279,16.35245117,16.01763809,15.70164166,14.13072209,14.22589466,13.73421006,12.76656063,11.92816744,11.97126394,12.72587701,12.93551032,13.56027488,13.54489383,13.40092989
Iceland,0.337910787,0.330919142,0.297918898,0.326894567,0.35589427,0.356878005,0.380878346,0.407870236,0.393869906,0.434886717,0.344894567,0.378902933,0.401779053,0.404649718,0.477547219,0.474350972,0.440194688,0.464153919,0.519087943,0.524033364,0.540990184,0.507893301,0.476796419,0.434699536,0.42068796,0.493593667,0.442502484,0.485513646,0.503110131,0.50200755,0.517141331,0.61348333,0.580897833,0.620706077,0.663799677,0.647733806,0.675955234,0.691059609,0.717116157,0.722668157,0.778917829,0.80416672,0.784727684,0.818919848,0.81729053,0.850678772,0.814947805,0.86364705,0.958542037,1.043924831,1.020791377,0.998942322,0.958143765,0.95602777,0.953267392,0.946965576,0.967591475,0.954568476,0.986592056,1.002873501,0.906565858
India,27.72819242,30.4283658,32.90989889,36.23766518,38.93308166,38.1240494,42.00870814,43.55686607,43.60773634,47.57125998,48.48369543,49.65990475,52.45669313,55.48239394,57.13782017,58.98629044,64.0041195,66.88469686,70.76800538,71.90952877,75.4974902,79.71627933,86.06981654,88.91345633,96.24291574,98.79713672,108.6425183,116.4904111,124.4240452,134.3576577,147.7313535,157.9372375,168.1497337,179.0985387,185.0736607,195.7208743,208.059912,225.4760871,234.6949086,239.610362,259.7335141,267.0358066,270.8846281,279.1596262,289.1395815,307.110968,323.6219668,343.7532683,370.6070366,399.1707536,440.0931578,458.0990629,482.0078715,529.8322515,554.966545,596.190141,615.0187724,652.9366071,670.5370199,707.2390117,713.9249575
Indonesia,6.512618819,5.836570231,7.096505276,6.270440394,6.212635039,6.106513386,6.732594488,6.379626929,6.697610709,7.522545827,9.105407888,9.768391732,10.63189566,11.81940081,13.40013628,13.98103478,14.71958228,16.86361148,22.49357169,25.63815025,25.96536619,25.89328858,27.37369799,28.81664593,28.70744843,30.6933761,33.18715549,33.34238104,33.8097567,36.22317894,35.9372686,41.01689349,49.29641563,55.56151225,59.97880457,60.82265693,61.83001298,69.6148542,76.62017369,58.94376768,66.58075122,72.54458928,81.20367829,83.88686985,86.42321296,92.75326057,93.70537115,94.55330437,102.8562376,113.9633624,122.0247891,116.8597927,138.6662956,143.6635118,112.2246261,113.7617833,138.3766507,155.0747425,144.9268499,157.3647354,168.5351114
Iraq,1.996270079,2.25331874,2.37697,2.462018661,2.56096189,2.473791575,5.265580439,7.553515827,5.014459055,5.375458768,6.168475276,6.518499606,7.86895674,8.056899709,8.354996772,8.435996772,9.039372283,13.30117022,11.90762685,11.51557958,14.4167818,12.37941932,8.7067396,8.289965976,10.49812853,10.85453103,12.06234644,12.89016186,14.24229984,18.32080418,19.71665535,13.38887292,12.33224145,16.07241857,17.22974057,19.40206257,20.21948297,18.9094854,18.58046542,19.67835055,19.56368135,19.57298361,23.07748974,23.55919139,24.77801351,31.01392007,30.83525715,26.79613826,16.78268666,25.15476244,28.24483983,30.29076057,36.91974957,41.70705747,44.67157789,45.07385777,45.20917309,53.04617418,56.96317418,57.66110637,60.42138344
Ireland,3.36031063,3.048181135,3.371343071,3.577164646,3.670115984,3.879929449,3.743840236,4.119775651,4.474572598,4.858507409,5.047596929,5.293051102,6.134313448,6.014275867,6.235310562,6.357271601,6.017310103,6.084336356,6.432397202,6.43534262,7.478721888,7.16999036,7.112637755,6.977497846,7.021821539,6.972905234,7.300486186,7.791883203,8.24929257,8.155702937,8.204130992,8.991355834,9.190504707,9.141628867,9.202013923,9.508229343,9.785116572,10.22629606,10.59094954,11.11049396,11.58299017,12.34961659,12.99329054,12.57696073,12.46833227,12.60014344,13.14288623,12.99234111,13.00904194,12.92746891,11.51188274,11.39408532,10.38543193,10.42838186,10.16247351,10.03966335,10.52001372,10.92517374,10.61959408,10.5904459,10.13037334
Iran,6.978359291,10.19612418,9.964180784,10.21518087,11.27318094,12.96918087,14.66113215,17.49545897,18.52645906,22.4698589,22.66341283,25.05116142,27.73685323,28.93427753,35.33714764,39.2400122,37.99507953,42.70172043,44.68666584,44.24234078,44.67064975,32.90515015,30.71194497,37.5313785,40.72418977,40.92321968,43.65368713,40.26638687,43.28803284,47.79142917,51.88264237,57.1065348,61.66872627,61.94241827,64.29492687,71.92150052,74.00314548,74.78377501,72.8982748,83.51699418,103.6099987,100.7815196,107.786944,108.5694117,112.9894864,120.6576635,126.509265,137.497425,140.0965678,145.9907512,149.2589988,153.9395493,158.0349451,163.9421287,166.1326599,175.1955316,174.8938828,176.872458,197.7561406,206.1687189,212.7528748
Israel,1.529140315,1.763107874,1.927067323,2.164945669,2.23787318,2.493792059,3.52861315,3.706710125,3.692115984,3.764783788,4.039556735,4.519474938,4.426566324,4.609953706,5.256863716,5.286277689,5.333084739,5.321146368,5.394607573,5.740059417,5.694400367,5.727215627,5.736212739,6.51056721,6.470763981,6.413297372,6.717480456,7.191068924,7.38774846,8.106543657,8.568235712,9.77704368,9.865885388,11.48554046,12.07266088,12.95700127,13.60948745,14.1746048,14.97376541,15.28638058,14.9439175,16.24437238,17.20042417,16.18442515,17.03457364,16.01507471,15.42689386,16.96205334,17.13971246,18.55354158,17.42929761,18.63725474,18.7212711,20.41063824,17.73326475,16.99757163,17.72648053,17.44192338,17.04892338,16.97943269,17.51422474
Italy,25.67811205,29.80433591,33.9451137,39.91675362,44.91163739,47.95880908,51.7271778,58.40127189,63.9000388,68.00550228,73.59742606,80.88552016,84.89334438,89.58448276,96.43811241,97.77649677,93.08205133,99.83506779,96.7297793,101.3302823,105.1462592,105.4676415,102.4292052,100.1308749,97.81921659,99.50917202,100.7049567,99.12342159,103.738874,105.3392379,110.4647133,119.5438871,119.4155558,119.4950338,117.4071939,115.8792906,122.361601,120.708899,122.283008,125.5592792,126.7872492,127.8499144,127.9047114,129.9812325,134.8753512,136.3590046,136.4644313,135.1321502,133.1040681,129.9754287,115.3450293,118.3646353,115.1854463,109.5946257,100.3189717,94.94017563,98.27734111,97.31337228,95.92629174,95.00137261,91.99951222
Jamaica,0.501781024,0.400764803,0.580764803,0.577781024,0.653781024,1.108692089,0.815659787,0.959611114,1.054626929,1.058545827,1.164546216,1.361513028,1.568569954,1.714617021,2.262668719,2.072707121,2.232745241,1.985803282,2.030854169,2.486898199,2.327942694,2.304976925,2.021989922,1.696006889,1.759035462,1.403058639,1.376076709,1.241099665,1.468156064,1.235220573,1.83530132,2.054344678,2.115337918,2.104467614,2.183481273,2.235523707,2.503658952,2.644001665,2.747867673,2.64575191,2.717846135,2.814953515,2.8865831,2.784546881,2.91131541,2.885977969,2.842941834,3.159718919,2.933742074,2.942040076,2.165335197,2.095331572,2.253167369,2.159614924,2.317751312,2.095833472,2.166107918,2.222010841,2.128151135,2.18604315,2.187279549
Japan,52.57095717,63.45514213,77.17983036,79.93024843,88.65596701,97.95062596,105.4779419,114.422794,133.5446041,153.3604136,178.2793179,209.5969186,217.3974886,232.5792797,249.5266569,249.5378795,237.0391396,247.583343,254.7048878,246.0675326,260.1181556,257.8794552,252.9577947,244.9262353,240.4234453,255.7511184,249.018285,248.9798611,246.3244487,268.9593515,278.8440955,316.1548338,319.3410832,321.9814677,320.045663,335.0346179,338.4083402,341.666913,339.8231534,328.9891701,338.9779768,345.2085864,341.2148052,349.1956781,351.4307264,350.1288436,352.0895952,345.7501654,355.4924358,336.2198484,317.3165574,331.3505885,345.0205041,356.2862583,358.8163208,344.7188706,333.7285248,328.3752777,324.1434099,309.9585153,302.0372342
Jordan,0.178878346,0.202821575,0.266756693,0.285740472,0.332683701,0.33865937,0.38766748,0.431586378,0.38564315,0.410472835,0.479472835,0.424586378,0.451537717,0.522270079,0.60031874,0.607343071,0.679367402,0.803656135,0.860789484,0.98999647,1.030809011,1.281609025,1.589842639,1.707338141,1.992343279,2.250783957,2.298447765,2.501378908,2.594437386,2.504643076,2.478098826,2.859676827,2.702774719,3.270488393,3.21344553,3.61612513,3.604729541,3.773587255,3.841046394,3.889699251,3.893387784,4.148481758,4.260505937,4.481625008,4.634835742,5.095383984,5.577537821,5.602467774,5.850713109,5.654452903,5.823214904,5.626185792,5.797972121,6.499210162,6.49906195,7.067116294,6.896834425,6.54866378,6.95066378,6.802347936,7.115606593
Kazakhstan,24.08291207,25.07478028,25.85947039,27.14149413,29.10766211,30.95628236,32.83940494,34.68086478,36.26452985,37.28388154,38.82890574,40.84054983,43.32213766,45.56238917,47.46648946,49.2512582,51.74543313,53.71008492,55.50721526,57.38568304,57.83741914,60.09072213,58.89491391,59.98830921,60.79634039,61.29597079,66.11590496,66.24865085,65.92639526,67.65313873,66.07780441,76.7505329,74.16512306,67.34207736,59.87718586,50.71924877,48.63740798,44.63530881,42.45966296,41.08657275,34.10274252,40.59938805,39.00761567,43.88760424,48.79219295,51.4399297,55.22003322,60.49380987,62.21645178,62.5262831,61.17511708,68.47624408,65.67992032,67.34455304,69.47255644,76.08503965,78.76040293,78.71762323,84.04108548,87.24001411,85.64351744
Kenya,0.602650681,0.661611296,0.654635596,0.715618286,0.778618819,0.770537717,0.672465519,0.731463992,0.736472835,0.768400622,0.853293582,0.840124094,1.004124094,1.055115984,1.068123274,1.349059213,1.356010551,1.254411687,1.374238677,1.445620188,1.367864311,1.678910705,1.766664212,1.264680833,1.254004089,1.160784315,1.01418096,1.111615945,1.385354382,1.280010815,1.38877703,1.551880388,1.285576007,1.474367874,1.696282703,1.752304906,2.021149623,2.49862772,2.216094854,2.700884814,2.737261064,2.8115638,2.520647943,2.134161743,1.797372233,2.030020196,2.275828942,2.548185232,2.603816887,2.705161518,3.266305733,3.205776373,3.528400969,3.271516104,3.485379543,3.759054369,4.448840738,4.681163128,4.512155781,4.677047737,4.725782079
Kiribati,NaN,NaN,0.002,0.003,0.005,0.005,0.003,0.003,0.006,0.009,0.003,0.006,0.008,0.007,0.01,0.009,0.009,0.009,0.006,0.006,0.007,0.008,0.008,0.007,0.006,0.006,0.006,0.005,0.006,0.006,0.006,0.006,0.006,0.007,0.008,0.008,0.008,0.008,0.008,0.008,0.008,0.009,0.008,0.011,0.012,0.013,0.016,0.018,0.016,0.018,0.015,0.016,0.015,0.014,0.014,0.016,0.017,0.018,0.018,0.018798948,0.020028177
Kosovo,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.016,2.219,2.285,2.268,2.149,2.185,1.945,2.276,2.418,2.209,2.235794021,2.658689088
Kuwait,1.037,2.128,2.722,3.897,4.643,6.909,9.659,9.586,6.938,6.12,7.317,6.829,7.401,7.536,6.611,5.270748535,4.588683701,5.037171425,4.694708415,5.723684415,4.811049331,6.718390375,6.861250358,5.756080225,5.879153305,7.719771175,7.933999692,9.615247087,8.563825842,8.958818523,9.763003522,10.31816427,4.070806087,8.091404917,13.40868514,15.07253128,14.89873863,13.62270656,14.92102855,14.07221258,14.68946617,14.56989133,15.68904968,15.82419499,16.27263482,17.22378054,19.42315462,20.02977382,20.4352552,22.46131652,23.73223995,24.36469014,23.54329401,27.31249466,25.54114409,24.84534615,26.27317708,27.72225465,28.59825511,28.44365909,29.34826602
Kyrgyzstan,2.219099613,2.310618113,2.383035168,2.501295821,2.68250733,2.852897657,3.026540278,3.196347587,3.342362006,3.436353215,3.578746079,3.764152755,3.99515979,4.204201796,4.382660844,4.550546782,4.784256689,4.968132702,5.136869325,5.31287759,5.356428341,5.566856728,5.461239689,5.563797387,5.642920865,5.693006504,6.138978334,6.154976928,6.129679945,6.293140759,6.15251656,5.760734275,5.047632081,3.024586193,2.320301578,1.677358365,1.231181192,1.54590577,1.521027736,1.613847431,1.268243605,1.256136215,1.054121733,1.34259888,1.468782423,1.584831196,1.504809022,1.478974493,1.779005087,2.060115442,1.838803889,1.722941575,2.061546575,2.729210102,2.636041405,2.755070818,2.805005856,2.631074014,2.528074014,2.775349341,3.133894329
Laos,0.021,0.022,0.031,0.036,0.04,0.047,0.049,0.064,0.087,0.046,0.087,0.156,0.115,0.133,0.141,0.08,0.069,0.061,0.063,0.063,0.061,0.051,0.041,0.043,0.049,0.05,0.056,0.057,0.058,0.058,0.063,0.14,0.149,0.161814662,0.165816015,0.172814008,0.182813108,0.204939652,0.215924402,0.223914508,0.230909479,0.261511942,0.289466893,0.317455447,0.332151471,0.349021482,0.36490366,0.478306458,0.499693575,0.58038911,0.727166685,0.818849305,0.864347801,0.927369152,1.093517904,1.181571834,2.403342458,3.892292786,4.889292786,8.805253895,8.955999986
Latvia,1.76530135,1.837930609,1.895392955,1.989308306,2.133425657,2.268914153,2.406872726,2.541776343,2.657828312,2.732527965,2.845782874,2.993227962,3.177871431,3.345075254,3.487962536,3.62247404,3.809514358,3.957451,4.093375409,4.234888744,4.27084451,4.440104323,4.357424509,4.44035912,4.505335924,4.547132232,4.904363628,4.919491936,4.902195523,5.034700107,4.924618108,5.323179837,4.853471686,3.842748204,3.225611521,2.810248944,2.480979158,2.502802365,2.359703109,2.260013142,2.100428111,1.928142993,2.039953591,2.047655069,2.107693907,2.109103629,2.130643085,2.266848853,2.355892213,2.23603126,2.033820307,2.333209268,2.130294636,2.051094673,2.014734973,1.960325867,1.984908571,1.970729102,1.971283977,2.145001919,2.255005002
Lebanon,0.668180866,0.703057874,0.731034882,0.778051102,0.825010551,0.890026772,0.903929449,0.988791575,0.972880787,1.008001451,1.18562126,1.075525306,1.446681464,1.542948414,1.928695398,1.934462592,1.709910227,1.616822569,1.469847929,1.499971706,1.578939531,1.60747263,1.59505549,1.560985649,1.894712889,1.832207367,2.119256528,2.04106692,2.09344595,2.004824979,2.107204009,2.147342527,2.214759126,2.654736457,2.826144818,3.032430538,3.344587678,3.480528383,4.12101753,4.444930397,4.483877173,4.221141921,4.4777036,4.433550783,5.056668909,4.696543289,4.545323326,4.037220404,3.752692225,4.754110093,5.719957562,5.457739056,5.53060262,6.09488235,6.048958515,6.490383211,7.03324781,7.233180578,7.624275547,7.523316361,7.69707178
Lesotho,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.402,0.417,0.433,0.446,0.457,0.466,0.474,0.483,0.492,0.498,0.505,0.512,0.52,0.527,0.541,0.549,0.556,0.566,0.58,0.605,0.621,0.635,0.654,0.661,0.663,0.635,0.644,0.69,0.661997256,0.606776918
Liberia,0.039,0.045,0.044,0.069,0.097,0.132,0.152,0.167,0.167,0.240943228,0.346918898,0.395902677,0.415902677,0.410902677,0.403902677,0.469902677,0.404902677,0.402729579,0.401572702,0.410248917,0.529994285,0.556102069,0.528095879,0.163047961,0.192826946,0.18980144,0.195437848,0.197292176,0.207003927,0.22084705,0.180020148,0.127766647,0.101,0.105821307,0.115820057,0.115,0.115817557,0.118632613,0.123815057,0.131813806,0.106625113,0.115113064,0.122272802,0.118634102,0.127404963,0.148774992,0.178904393,0.183543547,0.171316157,0.146034025,0.129728003,0.207738146,0.232442382,0.263043533,0.239308395,0.325103324,0.328880907,0.370660242,0.331660242,0.347833093,0.360720605
Libya,0.118,0.189,0.326,0.286,0.399,0.181,0.277,0.717,5.047,8.219,9.694927008,8.816894567,5.902918898,4.153935118,3.977910765,2.548464724,3.15731874,4.882058777,5.472622757,5.773848827,7.075977663,7.309103816,7.824225607,8.342003912,8.227624696,7.717306535,8.46129298,9.250953351,8.828674377,9.869094867,10.11695455,9.965341028,11.63186624,10.105069,10.56467481,11.94132303,12.4702755,11.95327607,12.20156678,12.32503589,12.09152303,12.77101302,13.03870034,12.9563874,13.31358748,13.63423414,14.10925073,14.37399511,13.46608364,15.10411025,15.61015156,16.68167539,10.7163249,14.30369652,15.10345706,15.92830706,13.8767565,11.6919191,11.93488611,12.33787837,12.67133716
Liechtenstein,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.054303473,0.05631181,0.056481461,0.058687862,0.05488795,0.055731435,0.056211462,0.059599075,0.062563488,0.061834165,0.059185053,0.058587495,0.060046961,0.062594454,0.062603845,0.062491715,0.063072782,0.054794602,0.059909182,0.05604649,0.052076462,0.048246986,0.050577189,0.052548314,0.0440062,0.04358934,0.040906266,0.042652842,0.039233035,0.039793256
Lithuania,3.297588662,3.433827756,3.54148497,3.717177035,3.986228889,4.239242146,4.497350071,4.749761495,4.966490856,5.105859311,5.317126227,5.592669029,5.94280691,6.260821247,6.533870914,6.791689005,7.148775703,7.431996302,7.692972749,7.961922949,8.033666793,8.357602154,8.208652796,8.36754541,8.498247936,8.584879756,9.262145656,9.302499416,9.284876083,9.541622057,9.34335623,9.763050139,10.33067372,5.786183725,4.46180368,4.309024636,4.11694335,4.300663346,4.143615677,4.377647374,3.678209709,3.24069832,3.444695866,3.46342952,3.460662416,3.62236432,3.845817671,3.932317371,4.311623185,4.142784334,3.554248895,3.800965845,3.894944591,3.91125244,3.640903038,3.571907788,3.62913286,3.637421759,3.697010777,3.730756544,3.679970668
Luxembourg,2.843789134,3.140764803,3.160748583,3.149748583,3.121772913,3.355772981,3.327756693,3.168764877,3.097797244,3.345789197,3.597772913,3.748732362,3.601176822,3.683086548,3.869598711,3.937754436,3.239206758,3.238704216,2.991099518,3.244368083,3.321440759,3.024595035,2.591704232,2.438629872,2.286069747,2.460901962,2.524155435,2.491168337,2.411318505,2.490900995,2.695366786,3.233524957,3.402234661,3.338471701,3.376857548,3.156093944,2.502811002,2.516350339,2.33982163,2.100183686,2.223794755,2.383069428,2.518113222,2.730089723,2.859175409,3.232616392,3.303888663,3.257719504,3.093227057,3.055471164,2.906064776,3.06203447,3.033448368,2.961626396,2.812192214,2.681554548,2.547262254,2.478234942,2.524673069,2.611495506,2.670538423
Macao,0.01,0.014,0.019,0.026,0.029,0.035,0.036,0.041,0.045,0.046,0.046,0.056,0.062,0.063,0.061,0.073,0.081,0.069,0.084,0.113,0.113,0.144,0.146,0.132,0.186,0.165,0.2,0.239,0.265,0.263,0.281,0.282,0.298,0.295,0.322,0.347,0.336,0.384,0.406,0.425,0.414,0.445,0.46,0.414,0.418,0.468,0.499,0.442,0.372,0.309,0.516,0.337,0.397300655,0.352408475,0.328612326,0.411276694,0.553794149,0.545794149,0.586794149,0.604927952,0.563499443
North Macedonia,0.960859385,1.049569318,1.100135079,1.128935577,1.255899608,1.422876545,1.463988707,1.450687713,1.465307814,1.567208815,1.624919737,2.123432186,2.288540388,2.144977597,2.562364976,2.573577384,2.685371686,2.771663257,2.695374913,3.012070473,3.276221611,3.221588604,3.506075973,3.221038976,3.468481429,3.657773256,3.731203535,3.896751439,3.804413963,3.925661863,3.913679977,3.871578484,2.739015363,2.998,2.763,2.797,2.903,3.189,2.887,3.431,3.184,3.274,3.255,2.966,3.064,3.031,3.051,2.957,2.561,2.537,2.345,2.32,2.51,2.384,2.121,2.036,1.917,1.907,2.049,1.905270043,2.194695162
Madagascar,0.102,0.109,0.097,0.10798378,0.125951339,0.131950967,0.151959449,0.157943228,0.229935118,0.248927008,0.231918898,0.264918898,0.279919186,0.350927008,0.292919173,0.323935118,0.461935118,0.270806127,0.230786351,0.277624458,0.308470676,0.440485731,0.279623283,0.276565687,0.177508466,0.2364552,0.287399172,0.310343145,0.350004799,0.350926574,0.252674881,0.253590454,0.275580454,0.267570454,0.274560453,0.340094033,0.351087783,0.365897523,0.443075283,0.466882839,0.495875339,0.509678493,0.473655872,0.336219487,0.458644668,0.488364051,0.470904393,0.454755759,0.486742184,0.509980658,0.478683206,0.529023921,0.64872221,0.747782098,0.858213856,0.846660242,0.960660242,0.916660242,1.060660242,1.142960054,1.095750738
