country,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Turkey,4.692086392,4.584753465,4.732761575,5.896437165,6.179023543,7.178755906,7.465326555,8.598734016,9.137312796,9.897785645,10.57660974,11.62096843,13.00168302,14.66207914,16.18723515,16.62900768,17.85463652,20.02169237,22.13996418,20.93723065,20.47979896,20.52740535,21.61194712,23.52899479,24.51211281,25.90236742,28.83805945,31.55519483,35.05529561,34.04147409,37.54652067,41.3505643,43.11735934,44.73860525,46.67335229,45.69681039,49.37310246,54.45467764,57.86178168,57.87125593,56.71510992,62.71577545,58.26585533,60.31050794,64.54254719,66.72055471,72.10720446,76.86931903,85.35390515,84.4217235,86.06977008,85.80241063,92.65345309,96.52462039,94.21959196,98.71055153,104.0753122,109.5086622,116.0833051,114.4090467,110.5694229
Turkmenistan,4.346004016,4.525048706,4.666482495,4.897631375,5.252089648,5.585340243,5.925032293,6.257254743,6.542773104,6.726422651,7.004939154,7.368164177,7.820033805,8.229068257,8.5781298,8.906425382,9.363613151,9.72188955,10.05053867,10.39355827,10.47764043,10.88815162,10.68007809,10.88008323,11.03360605,11.130651,12.00243906,12.03172366,11.98170253,12.30082913,12.02485867,11.23418796,9.720711568,8.73237029,7.510236868,9.127330197,9.260973712,8.352544731,8.339489558,8.740435,10.26337987,10.22532527,10.37111388,10.88690249,12.15069111,12.67660621,13.163633,13.47493162,15.2538568,15.46553863,13.69288973,15.58648768,16.97114219,17.61269385,18.11520807,18.56771823,19.16783625,19.14951238,19.15751238,21.29768657,23.37513819
Turks and Caicos Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.008,0.008,0.009,0.011,0.012,0.013,0.013,0.015,0.016,0.018,0.019,0.02,0.027,0.028,0.028,0.033,0.039,0.045,0.047,0.049,0.05,0.05,0.05,0.051,0.054,0.056,0.059,0.063,0.064873109,0.063175097
Tuvalu,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.002,0.003,0.003,0.003,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.003133158,0.00333803
Uganda,0.112910787,0.114918898,0.110927008,0.116935118,0.117943228,0.133918898,0.170854016,0.199870236,0.220845906,0.267829685,0.320805354,0.393789134,0.392395663,0.376193696,0.321077931,0.324697933,0.308018807,0.268932604,0.218873348,0.189725143,0.183094415,0.170857157,0.143843684,0.148660422,0.167450213,0.158409794,0.168369374,0.191552636,0.209762845,0.235498743,0.218471797,0.2078897,0.212962663,0.217868351,0.217774038,0.193342661,0.252860707,0.277813914,0.289496387,0.330044127,0.342254803,0.371384639,0.386878954,0.394691496,0.412761843,0.438568789,0.55074809,0.650487514,0.739626023,0.758628343,0.81872223,0.974240925,1.043686886,0.98989813,1.024708038,1.11817515,1.234144651,1.311427788,1.426427788,1.469641674,1.509624817
Ukraine,70.09776604,72.98865034,75.27595701,79.01129299,84.73503424,90.11687721,95.60157074,100.9651799,105.5770425,108.5455321,113.0430543,118.9003556,126.1632629,132.7282131,138.3225848,143.5777077,150.9057534,156.6844058,161.9821194,167.5130686,168.8714205,175.489094,172.1135677,175.3385854,177.7957803,179.3447965,193.4128441,193.877401,193.0521606,198.1820975,193.7056978,192.6391899,172.635542,160.7697191,139.2465986,114.4285755,106.4040979,95.9085024,92.86099515,89.67765762,81.38754375,77.87587372,82.84913468,80.69691334,83.79297809,84.70599026,85.45799342,90.79430601,91.80240544,88.84626444,75.68054057,80.2615509,84.04826458,82.95649729,81.13926114,70.30149818,61.11131783,63.91929634,60.92580544,63.23530697,60.92505267
United Arab Emirates,0.003,0.003,0.003,0.005,0.006,0.005,0.006,0.007,0.25,0.339,5.597,4.158,5.777,6.396,8.353,8.543,8.473,10.812503,10.57622481,12.21440784,9.97446925,10.0500539,10.0346442,10.03077888,9.612569141,12.59706391,13.55145602,12.83572209,12.95042395,13.12652793,14.78879221,14.11097111,15.46734406,15.76355821,17.89448321,19.81565896,19.10827818,19.86211967,19.95107494,22.02031939,21.1633863,30.50984362,27.4541354,22.84333302,28.82600683,30.5135167,31.24385716,33.22522782,36.37110053,42.02197878,45.16928178,42.57020963,46.17219931,59.32358621,60.54479434,58.92637557,65.41231247,62.38631448,50.93430387,51.45779645,52.04231999
United Kingdom,149.1828963,159.3941096,160.6481445,161.8262824,164.6794932,165.9022896,169.7902897,168.6885006,161.5876167,165.5262839,171.501787,178.1051843,180.236977,176.8631136,180.0156446,168.4453847,164.6417487,163.3532613,164.9459988,165.0420274,175.9042881,158.0338359,152.9899035,149.629082,148.8771273,144.4074471,152.7369218,155.1732494,156.023067,155.6481593,158.7274319,163.8863258,166.0969343,161.8702656,157.9809392,156.9617657,154.6974129,160.6015892,153.5374636,154.9709908,153.0981177,154.8864365,157.2585816,152.9204761,156.0509201,156.4453644,155.54788,154.8929252,152.6333935,148.6932386,134.9056274,139.7444601,128.2215584,133.1320537,130.4314861,119.8301055,115.308573,108.9272962,105.9193161,103.7496068,100.9493439
Tanzania,0.188,0.226,0.192,0.209,0.219,0.282,0.317,0.37394338,0.479837795,0.450830062,0.489813465,0.481813465,0.671805354,0.590740472,0.86865126,0.628675591,0.622707562,0.76036258,0.547931754,0.599708617,0.56298857,0.51136522,0.575006798,0.586326356,0.599427994,0.640551998,0.638073212,0.621613785,0.646154358,0.620001664,0.589955898,0.576137894,0.615060153,0.593955389,0.661852656,0.563208685,0.664222084,0.689814349,0.770464748,0.677263487,0.670818879,0.701677625,0.829586866,0.95168204,1.006066353,1.154928042,1.462910859,1.604528558,1.558496695,1.614471696,1.575019278,1.889990098,2.115748935,2.47329776,2.704182397,2.702036742,2.903250398,2.875352276,3.007248646,3.139161806,3.173118467
USA,770.470705,788.1605982,785.3083647,814.4109564,850.442787,887.7606883,924.7250758,971.391692,1007.996226,1044.843355,1097.571675,1180.540618,1187.584249,1244.119171,1299.795909,1253.536643,1201.090341,1257.414898,1292.403471,1332.686685,1335.710392,1287.313416,1236.454652,1174.118638,1183.383341,1219.503836,1223.891425,1224.851493,1277.520211,1333.403522,1350.442457,1399.645365,1386.159819,1414.494192,1441.986243,1467.530761,1484.417496,1535.729231,1556.688583,1569.610257,1591.238438,1637.027957,1610.381167,1621.90293,1635.360162,1666.926377,1673.551577,1651.487724,1672.606343,1618.597064,1498.645122,1555.146228,1518.912227,1464.94775,1504.920659,1517.936467,1477.192193,1444.396169,1433.844468,1480.58993,1442.329874
Uruguay,1.197537717,1.177545827,1.123570157,1.093586756,1.177626612,1.242553937,1.505537717,1.473480945,1.331537717,1.331432283,1.52548939,1.565448504,1.583497165,1.656489055,1.574431923,1.549399843,1.627294409,1.606737344,1.53920149,1.563679361,1.709157232,1.588020014,1.461778606,1.324733076,1.038083649,0.938361252,0.896240185,0.863789801,0.966848505,1.306215335,1.324410017,1.082715488,1.235667057,1.403623543,1.211574351,1.099859047,1.244132783,1.475003404,1.504684346,1.539324682,1.823417903,1.437534035,1.372984184,1.243923036,1.235771921,1.518503156,1.562724059,1.800241981,1.62295607,2.238172613,2.169032138,1.718534765,2.088924577,2.345275465,2.045171315,1.816671265,1.816377284,1.780920109,1.684919022,1.70628784,1.740751965
Uzbekistan,11.67434882,12.15605491,12.53685936,13.15874181,14.11142029,15.00707074,15.92015861,16.81319229,17.58079351,18.07459792,18.82312026,19.79937085,20.99617783,22.07747976,22.99634614,23.8581601,25.06383102,26.01359967,26.88291592,27.79342671,28.01215074,29.09994111,28.53237602,29.06371727,29.46178183,29.71218019,32.04046081,32.09678775,31.95729288,32.8043613,32.05302218,30.00514829,30.77388753,30.29048217,31.55492413,29.47051801,28.01956386,28.80622516,29.10195906,32.34140641,33.22576365,33.02238468,33.4569738,34.80303358,34.37117051,34.14798498,31.81664083,32.57776692,32.50904967,33.58047107,28.99884662,28.20505677,30.79199236,31.36571908,29.83718214,28.24650702,27.78147937,28.71777656,29.82573943,31.09671662,30.08897087
Vanuatu,NaN,NaN,NaN,0.011,0.009,0.017,0.013,0.021,0.023,0.017,0.012,0.011,0.016,0.017,0.015,0.017,0.015,0.012,0.014,0.016,0.017,0.017,0.014,0.014,0.015,0.015,0.033,0.016,0.013,0.018,0.017,0.018,0.018,0.017,0.017,0.017,0.018,0.023,0.023,0.022,0.023,0.023,0.024,0.023,0.023,0.016,0.016,0.013,0.027,0.026,0.033,0.033,0.036,0.031,0.029,0.042,0.036,0.04,0.038,0.039686668,0.042281708
Venezuela,17.78093177,15.56136173,14.15932929,14.75330485,15.3252563,15.43395609,16.57467222,15.54967236,17.94551813,17.89630725,18.81364005,20.33008046,17.05791018,17.06170744,18.13123685,20.48514745,17.39913953,15.63139892,17.37174185,18.72037185,20.86446304,24.73815627,25.05228816,25.43696519,25.3569719,25.38288475,27.57273774,29.81436367,30.20227469,31.59163606,29.63184658,33.24835721,31.4007897,28.8149808,33.83402836,35.35230737,36.26493284,33.38963185,36.4310971,45.52460521,47.09674635,41.44951626,46.93618803,52.60546125,52.25346553,41.28493031,44.71165269,43.71181303,40.91807717,46.03984909,46.28043718,50.24098807,46.50658933,52.12181718,49.90450941,50.25557964,46.64285793,44.53890729,40.03093027,35.37016206,31.84710276
Viet Nam,1.802578268,2.042553937,2.177497165,2.548489055,2.486456614,3.217205197,3.58895378,5.235026586,6.26697,6.441294409,7.384180866,7.689132205,6.688156535,6.287448504,6.843156535,5.203229676,5.944229657,3.795007351,4.162394962,4.200058781,4.434595978,4.581240161,4.828241024,5.003252661,5.255266197,4.769210547,5.750123226,5.663575313,6.576413942,6.279657611,4.728719786,5.785985816,5.803205983,5.819798716,6.198311911,7.101150848,7.784794761,9.285739004,12.09312674,12.70599599,12.73417133,14.28277722,16.24704825,18.73944318,20.8179603,23.96293935,25.8894804,27.05523173,27.45013965,30.90733603,33.52425337,37.14876919,39.58728998,37.0321759,38.45338749,43.55425923,50.3372237,50.60921881,49.83188569,57.79861591,67.60614393
Wallis and Futuna Islands,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,0.007,0.007,0.007,0.008,0.008,0.008,0.006,0.008,0.008,0.007,0.007,0.006,0.006,0.006,0.007,0.007,0.007310702,0.007788736
Yemen,0.71,0.991,0.727,1.06,0.796,0.991,1.072,0.945,0.833,3.176,1.276,0.685,0.538,0.408,0.74498378,0.612935118,0.591935118,0.699852727,0.812770336,0.846648938,0.878408331,0.904344349,1.153231061,1.619433523,1.715501852,1.93694877,2.339891183,2.235819129,2.35443523,2.60650438,2.711532017,2.598626941,2.491423541,2.694932444,2.354260008,2.451587572,2.825371011,2.873054845,3.088429399,3.292452717,3.745813099,3.950385889,4.371362032,4.244959714,4.662254196,5.089038864,5.402522691,5.754654731,5.654753044,6.011183165,6.618783477,6.318740059,5.510551902,4.985684762,6.816798276,6.600764342,3.549764342,2.845481458,2.758481458,2.714325193,2.798866727
Zambia,1.246670718,1.188662238,1.012273965,0.977808624,0.94009038,0.893829685,1.067756693,0.954756693,1.306667735,1.246627228,1.165635039,1.027805354,1.033481446,1.108464724,1.251546189,1.145513386,1.112505276,1.09699558,1.01935185,0.947290644,0.981569371,0.961588966,0.916493131,0.958182472,0.889947156,0.765404319,0.745832881,0.782088301,0.729738445,0.8485321,0.70142064,0.6566046,0.650127837,0.661601415,0.67336272,0.653114652,0.584337377,0.501366408,0.642375288,0.622062711,0.485314814,0.487187933,0.514434583,0.534951023,0.56647941,0.5743099,0.611917961,0.609084096,0.50971807,0.574660456,0.656736035,0.699393634,0.759119309,0.952264123,1.025148664,1.161497345,1.172378416,1.320372995,1.779372995,1.89140112,1.834194796
Zimbabwe,1.701191614,1.622031847,1.3813492,1.334322969,1.282853872,1.219724026,1.421724446,1.648724252,1.445,1.740626929,1.840578268,2.225472835,2.38338388,2.24231063,2.530253858,2.469164646,2.268261969,2.962589949,2.533955073,2.532664219,2.574141652,2.623895174,2.566972525,2.396249181,2.845277395,2.696407973,2.787584271,3.566600148,4.140312796,4.374852873,4.397831206,4.24926396,4.330061695,4.617199418,4.437527706,4.826545768,4.10191747,4.064017692,3.901258478,3.859070973,4.292507677,3.771337672,3.414083835,3.246999481,2.895290651,2.573295615,2.920208013,2.828839855,2.683955833,2.106679797,1.494517369,2.146348421,2.587421685,2.090299526,3.170455943,3.267632208,3.321632208,2.951626951,2.796626951,3.095135092,2.831410185
KP Annex B,1886.26575,1978.815669,2026.645399,2123.814332,2252.003978,2363.102815,2455.180978,2552.121519,2646.102615,2775.124148,2937.291262,3136.649908,3212.723262,3354.31925,3510.05958,3470.603156,3412.663687,3584.584824,3644.897667,3742.314567,3818.99985,3772.540037,3637.474774,3549.365204,3550.188503,3620.384367,3703.672285,3703.042397,3770.309508,3868.275172,3895.598416,4046.666817,3964.666977,3831.496426,3786.541798,3743.561381,3766.832942,3838.109474,3807.451358,3807.098241,3827.549186,3884.760051,3888.213692,3900.629774,3961.118399,4000.381037,4006.903359,4001.771877,4028.308953,3930.239258,3646.115763,3780.920614,3737.277118,3684.069098,3683.160054,3622.277729,3574.110495,3531.152076,3528.006675,3556.571071,3460.285571
Non KP Annex B,470.485943,503.8951491,455.0035752,445.7531201,463.8511512,491.0195603,532.4470066,571.4562662,573.8569426,620.4135852,686.7337471,790.6524287,871.5450568,917.0411073,985.8935079,1015.337725,1078.202412,1153.39672,1223.444608,1307.429482,1368.159551,1391.871664,1392.131819,1452.493163,1503.683295,1583.20755,1686.258401,1757.571709,1833.543987,1949.966431,2007.231551,1994.606512,2209.715126,2142.494468,2251.728529,2332.141278,2433.276787,2543.511639,2602.81327,2569.988555,2629.945215,2757.809098,2813.553515,2954.217908,3229.476929,3523.931648,3764.024641,4017.880311,4226.359192,4498.393454,4663.376056,4966.628922,5296.584624,5502.337535,5560.780246,5689.2881,5717.203048,5757.748137,5873.672571,6037.321254,6139.35132
OECD,1586.938422,1667.238271,1705.051451,1784.694171,1887.325649,1975.338165,2043.000771,2118.821728,2193.213621,2308.688089,2451.072905,2631.496536,2679.634116,2794.559126,2929.662888,2868.413339,2779.241365,2933.114297,2976.117118,3052.308281,3132.962064,3065.908841,2950.521368,2854.337735,2838.812517,2910.730207,2940.021945,2940.536387,3018.75643,3103.703102,3174.488074,3290.3299,3286.527763,3303.76356,3326.361999,3379.813776,3425.293573,3533.513186,3557.394683,3557.469592,3595.385038,3680.865563,3666.266348,3690.173198,3748.737211,3793.184021,3801.037992,3785.479545,3827.719497,3733.137993,3495.306202,3617.41268,3573.573933,3528.096491,3546.204376,3493.561119,3463.30818,3432.739229,3424.035452,3439.295638,3336.067643
Non-OECD,769.8132708,815.4725467,776.5975231,784.8732807,828.5294801,878.7842097,944.6272138,1004.756057,1026.745937,1086.849644,1172.952104,1295.805801,1404.634203,1476.801232,1566.2902,1617.527543,1711.624734,1804.867246,1892.225157,1997.435768,2054.197337,2098.50286,2079.085225,2147.520632,2215.059281,2292.861711,2449.908742,2520.077719,2585.097065,2714.538501,2728.341893,2750.943429,2887.85434,2670.227333,2711.908328,2695.888883,2774.816155,2848.107927,2852.869945,2819.617204,2862.109363,2961.703586,3035.500859,3164.674483,3441.858117,3731.128664,3969.890008,4234.172643,4426.948648,4695.494719,4814.185617,5130.136856,5460.287808,5658.310142,5697.735924,5818.00471,5828.005363,5856.160983,5977.643793,6154.596686,6263.569248
EU27,527.9424584,564.3600024,588.8739409,631.1265926,682.4261918,712.7560209,724.8339409,741.1035405,757.9515982,804.8809295,859.928576,900.2130123,923.0564668,957.8612003,1008.025949,1002.752664,978.9772965,1058.900318,1046.028891,1082.320593,1117.68035,1106.953365,1048.884757,1024.104446,1013.145838,1021.228881,1036.973493,1034.381057,1043.591445,1031.968861,1042.824313,1055.634977,1039.063854,1004.612854,985.5752008,981.7264343,995.7551468,1018.501924,1001.064997,998.7528452,982.6698166,986.000616,1001.388254,1001.882243,1024.810393,1027.698519,1022.424569,1024.737706,1014.239275,990.8923746,911.6191732,939.3313739,910.5382028,889.897698,867.8017403,830.8797731,845.7068054,846.9475229,853.5251402,833.5992771,796.0489278
Africa,40.34967885,42.7312149,44.2124256,45.39707377,48.12632481,52.84915802,58.30632281,60.33899487,64.69572885,70.21895899,75.85043069,82.59386344,90.57855585,96.04325091,103.1809733,106.0230683,105.7267551,114.7042549,118.2088289,126.2623538,136.2373791,146.2391934,149.7641912,156.0839543,162.3109968,177.2541026,181.7350224,188.270383,188.2743027,197.8526637,190.524221,179.1485621,187.1190181,182.2142738,193.1700618,196.1416473,210.2630654,213.0384509,221.1250919,227.9449482,225.7516643,242.4368886,240.8322324,242.2122788,262.7642137,281.4313412,286.1216873,296.6506086,308.0428339,322.5025026,325.5104791,331.3221174,338.9897558,341.1597092,346.0846415,370.8600169,358.2792871,364.947493,379.405571,389.1427899,395.4363427
Asia,360.6389459,395.0781136,354.4778184,336.6039032,354.7828908,371.3250072,402.752407,435.5132231,441.6750122,485.5753184,550.7203556,656.3523736,713.8983757,754.0197928,795.8333674,808.2489324,856.94829,900.2193449,959.9355615,1008.918259,1047.139245,1051.125919,1044.633686,1082.089249,1123.408645,1189.966127,1257.798547,1304.257283,1361.670602,1470.000833,1516.42684,1569.7696,1630.068038,1679.613874,1747.758119,1824.553344,1923.414671,2005.093551,2040.508064,1956.845855,2002.545424,2083.3839,2121.554295,2258.553858,2478.883577,2713.017762,2914.482506,3107.747871,3308.680431,3486.550292,3620.759152,3885.636365,4194.490201,4337.463096,4395.075569,4446.23013,4461.408855,4500.685345,4582.828278,4722.435175,4800.129169
Central America,10.95027252,9.797474881,10.36796554,12.15995622,10.43086701,12.31959154,12.22643829,12.19027501,13.50633173,13.91034196,15.48499453,18.35066865,19.50649862,20.52628888,23.41006482,23.18881909,24.10193869,28.30979072,27.41633059,26.6389655,27.62579583,27.42414834,25.68505679,26.26014429,23.59436045,26.00756651,27.60904435,23.5551559,24.90602523,24.89730314,26.39866299,26.06816438,25.50932019,24.72445672,24.86314555,26.22663723,28.87550233,30.80648513,31.30652394,30.99112342,32.64656428,35.59990931,37.09589548,38.40482218,39.97584649,39.34970794,41.65673216,43.98987654,45.7407141,45.63707528,44.91750521,46.98917772,46.65620447,46.44514813,46.62613945,47.24179019,49.07133282,47.67810145,47.22315956,48.18912299,49.34567828
Europe,1009.039186,1070.568239,1107.339975,1169.132641,1251.526049,1308.558172,1350.308556,1390.933364,1421.872236,1488.413424,1570.983362,1649.949515,1709.32712,1770.829163,1853.399078,1858.155504,1864.728631,1971.403433,1984.140319,2048.051871,2102.475773,2102.249524,2025.917185,2009.716832,2012.138299,2024.484259,2112.529659,2117.083223,2121.748205,2134.626619,2128.074035,2186.506272,2105.875788,1934.582209,1855.826462,1759.169511,1754.695376,1767.664559,1711.845741,1705.002372,1680.960204,1681.423281,1716.093223,1707.182248,1746.952923,1755.367846,1752.707887,1779.422483,1766.258238,1746.467659,1606.982298,1669.090641,1647.074658,1632.473505,1589.750846,1528.062439,1529.627613,1527.71543,1536.005026,1528.872721,1487.043075
Middle East,19.31433865,24.63855111,25.78706555,29.8294988,33.73176069,39.51122521,47.16022733,54.29883988,56.09684894,64.39878807,73.27041309,77.88212311,91.2751161,98.48188373,116.950747,121.1038498,118.573804,138.6514321,145.8245146,146.3613089,155.5752866,151.3181377,150.5582217,153.8913629,162.1421677,169.9037338,183.1036511,194.7588681,199.1302758,212.1022872,224.2584566,224.280893,249.882259,269.9658981,294.1333328,307.2691581,293.5307023,305.3610917,300.8395031,312.8789223,338.0410928,372.2681834,377.6112968,382.4702819,407.474616,443.1358095,460.7533237,492.7293483,491.9691729,528.9637443,550.0270913,571.7550012,588.7333199,641.7265401,634.0092372,667.0857679,690.4590358,679.5150024,706.5891533,715.3378201,726.1872062
North America,836.801435,858.0374012,856.1548027,888.3823728,926.1986195,972.9518987,1014.09997,1064.282329,1109.555057,1153.394432,1209.398933,1304.870746,1318.313465,1384.318003,1443.336747,1402.268262,1354.3318,1416.52714,1456.422599,1506.839973,1522.002919,1481.42795,1431.313627,1370.35046,1370.711906,1411.253163,1417.594774,1415.514522,1478.776172,1541.391855,1575.319143,1612.418123,1599.882131,1632.90001,1661.928748,1695.24123,1710.102242,1769.608903,1800.64773,1821.359906,1847.924669,1901.421451,1876.785639,1890.256773,1915.226518,1946.731142,1957.695089,1937.570719,1965.922629,1910.434414,1776.782091,1833.548292,1805.943505,1756.070601,1796.150162,1806.595368,1766.072318,1730.759878,1716.230472,1763.935023,1719.552567
Oceania,25.89449638,27.50523685,28.22712318,29.19206654,31.16176646,33.76710155,37.21483353,37.21493054,39.56483327,41.09776913,43.32430709,45.05304721,46.73870619,48.14438946,52.63439363,53.23985033,53.99616344,53.74458705,57.75074148,60.84334965,61.32581484,65.96179082,68.2735131,69.65098468,67.05946895,70.54318706,72.61585567,72.55851571,77.27527168,79.03013968,83.61494849,83.86555811,84.46043586,86.44329737,87.59436843,88.99587239,92.17286094,94.47821114,97.2318228,100.629527,103.7129842,105.6944858,108.330398,109.7231962,112.4010737,115.9929632,117.3712794,119.0316128,120.8050193,122.2369694,122.3128478,122.112744,121.5213871,122.6484744,120.2505628,119.6336335,121.8720074,124.1563067,125.8096528,126.5842413,125.7812004
South America,53.75934015,54.35058597,55.06779859,58.85593969,59.88185061,62.82422095,65.54122995,68.78782868,72.97351001,78.5077,84.9562132,92.21299973,94.58548091,98.95058568,107.1597172,113.6595961,112.4057161,114.3905606,118.5933796,125.7979671,134.7431867,138.622038,133.4181121,133.7723793,132.462955,134.1367776,136.9001329,144.572154,152.0276401,158.2879031,158.1496608,159.149156,161.0791121,163.5428748,172.9920892,178.1012586,187.054308,195.5688619,206.7591498,221.433142,225.9107978,220.3400502,223.4632265,226.0432232,226.915561,229.2841133,240.1374944,242.5076687,247.2461069,265.8400552,262.2003549,287.0951966,290.4527098,308.4195583,315.9931416,325.8566834,314.523094,313.442656,307.5879323,299.3954302,296.1616535
Bunkers,58.234,65.022,71.845,74.403,77.821,85.181,88.051,95.264,101.955,107.758,112.831,119.33,125.838,134.372,143.979,133.565,122.39,120.031,122.906,124.609,125.132,122.01,112.687,102.116,97.949,98.327,100.468,107.533,144.7,149.544,154.309,153.4883935,149.1779413,151.8130766,152.3948861,158.9538759,167.8358711,182.4719006,192.1210152,203.729717,210.3667223,213.0625486,212.0413715,216.9804209,226.483137,246.0045003,256.0587789,270.3433094,286.2300216,290.2596322,277.8954862,295.0015986,302.8179451,300.4931642,304.98128,307.6690553,318.2515666,323.6577623,340.7740544,345.9853247,345.9853247
